CO2SM.Pressure,CO2SM.Temperature,CO2SM.CO2_Enthalpy,CO2SM.CO2_Entropy,CO2SM.Enthalpy,CO2SM.Entropy,CO2SM.status,graph.error
27.371293,933.025605,-364095.881991,6.983175,-87021.0043,1.669019,0,0
19.854327,747.255412,-374125.527048,-2.210187,-89418.147,-0.528247,0,0
31.178566,772.479521,-373139.540252,-4.799945,-89182.4905,-1.147214,0,0
10.640669,919.108561,-364520.034154,14.665781,-87122.3791,3.505206,0,0
27.997222,947.450513,-363295.515008,7.634762,-86829.712,1.824752,0,0
14.903391,342.865005,-398768.731413,-49.938155,-95308.0142,-11.935505,0,0
29.228174,762.915092,-373611.902974,-4.851349,-89295.3879,-1.1595,0,0
16.952994,927.406476,-364214.537302,11.022513,-87049.3636,2.634444,0,0
15.622372,816.644291,-370218.921646,4.828811,-88484.4459,1.154113,0,0
30.537244,506.795751,-388328.027602,-28.812452,-92812.6261,-6.886341,0,0
29.951697,680.391867,-378223.716974,-11.460382,-90397.6379,-2.739097,0,0
23.098004,515.093791,-387111.693615,-24.31884,-92521.9153,-5.812342,0,0
13.678355,499.002394,-386894.792126,-19.9151,-92470.0746,-4.759823,0,0
20.604211,890.136286,-366350.826616,6.989106,-87559.949,1.670436,0,0
20.776731,432.100988,-392032.671743,-34.00619,-93698.0573,-8.127674,0,0
15.097559,528.512886,-385483.731432,-17.929054,-92132.823,-4.285147,0,0
21.86085,646.765753,-379662.743524,-10.979788,-90741.5735,-2.624232,0,0
16.118308,331.206861,-400876.514298,-56.461444,-95811.7864,-13.494609,0,0
22.377668,749.020306,-374132.229816,-3.238501,-89419.749,-0.77402,0,0
34.075281,796.698964,-371862.811062,-3.955303,-88877.3449,-0.94534,0,0
8.992727,381.227097,-392513.31753,-29.751131,-93812.9344,-7.110691,0,0
33.9621,654.047039,-379879.852121,-15.016477,-90793.4637,-3.589024,0,0
24.084377,969.74826,-361987.691166,10.324079,-86517.1346,2.467514,0,0
20.621756,740.938942,-374499.463262,-3.035079,-89507.5199,-0.725401,0,0
25.964337,491.045695,-388873.42581,-28.696725,-92942.9794,-6.858682,0,0
12.632549,354.703958,-396015.490379,-41.318435,-94649.9738,-9.875343,0,0
7.558715,877.93435,-366654.937727,15.177062,-87632.6333,3.627405,0,0
24.501435,806.416772,-371063.667898,-0.071499,-88686.3451,-0.017089,0,0
10.913719,648.35794,-378860.126804,-3.999724,-90549.7435,-0.955957,0,0
11.786295,539.070958,-384555.175475,-14.244274,-91910.8928,-3.404463,0,0
18.963582,783.919154,-372107.233647,0.817502,-88935.7633,0.195388,0,0
10.835466,858.988854,-367777.755549,10.846708,-87900.9932,2.592425,0,0
16.724578,346.834769,-398914.788995,-50.804721,-95342.9228,-12.14262,0,0
25.098768,419.179514,-393721.96258,-39.172578,-94101.8075,-9.362471,0,0
11.47925,813.161752,-370254.907811,7.395494,-88493.0468,1.767565,0,0
20.446907,738.699301,-374613.26597,-3.116545,-89534.7194,-0.744872,0,0
12.494517,647.209134,-379031.044878,-5.379225,-90590.5939,-1.285666,0,0
30.484622,650.032349,-379947.459285,-14.202076,-90809.6222,-3.394378,0,0
15.905769,605.164559,-381485.667974,-11.280337,-91177.2629,-2.696065,0,0
28.007442,641.246535,-380313.965551,-14.056564,-90897.2193,-3.359599,0,0
21.426214,838.231985,-369226.670565,3.322266,-88247.2922,0.794041,0,0
17.226581,891.43562,-366198.152456,8.703507,-87523.459,2.080188,0,0
7.885397,400.223446,-391122.655927,-25.283278,-93480.5583,-6.042848,0,0
26.382369,751.958729,-374121.535094,-4.636998,-89417.1929,-1.108269,0,0
15.981649,710.044328,-375939.648362,-2.868701,-89851.7324,-0.685636,0,0
10.129709,501.082223,-386303.949403,-16.419067,-92328.8598,-3.924251,0,0
29.496161,716.14616,-376215.896125,-8.452752,-89917.7572,-2.020256,0,0
30.668312,570.686729,-384487.073762,-21.703048,-91894.6161,-5.187153,0,0
28.118619,413.846175,-394579.612707,-41.9274,-94306.7908,-10.020889,0,0
22.306511,819.008289,-370306.451344,1.671597,-88505.366,0.399521,0,0
22.527048,863.889462,-367844.472358,4.512961,-87916.9389,1.078624,0,0
10.521592,745.137292,-373810.847571,3.561963,-89342.9368,0.85133,0,0
13.920125,308.985103,-403356.265242,-63.79281,-96404.4611,-15.246847,0,0
15.136583,619.156184,-380688.332717,-9.573407,-90986.6952,-2.288099,0,0
16.510322,375.43301,-395532.003657,-41.352381,-94534.4177,-9.883456,0,0
16.775906,468.028018,-389075.790827,-25.949356,-92991.3458,-6.202045,0,0
12.925351,533.79348,-384957.851585,-15.722956,-92007.1347,-3.757877,0,0
31.992963,428.470675,-393870.346885,-41.05623,-94137.2722,-9.812674,0,0
32.719971,623.703044,-381549.141346,-17.314052,-91192.4334,-4.138158,0,0
33.226071,514.495341,-388063.023084,-28.937502,-92749.2885,-6.916229,0,0
22.696918,910.923825,-365245.644354,7.376834,-87295.8041,1.763106,0,0
33.764695,989.340246,-360993.24223,8.342749,-86279.4556,1.993965,0,0
25.767367,408.738723,-394666.503927,-41.613711,-94327.5583,-9.945916,0,0
15.174579,823.676001,-369824.077566,5.557643,-88390.0759,1.328308,0,0
20.209062,520.471935,-386494.487508,-22.108134,-92374.3995,-5.283971,0,0
9.272586,424.380951,-390153.720186,-24.095553,-93248.9771,-5.758975,0,0
16.0892,638.260258,-379749.002542,-8.580205,-90762.1899,-2.050718,0,0
34.234961,928.43639,-364451.892694,4.610408,-87106.0929,1.101914,0,0
27.922393,841.859153,-369194.885135,1.057387,-88239.6953,0.252722,0,0
32.646245,661.690612,-379390.050906,-13.934332,-90676.3984,-3.330385,0,0
27.468753,402.986483,-395393.415351,-43.780791,-94501.2943,-10.46386,0,0
29.212803,993.055766,-360738.601898,9.893734,-86218.5951,2.364659,0,0
24.804528,801.288286,-371354.988103,-0.540389,-88755.9723,-0.129156,0,0
14.479774,926.056651,-364233.779518,12.353772,-87053.9626,2.952622,0,0
34.688804,924.814167,-364662.570901,4.264756,-87156.4462,1.019301,0,0
13.085476,882.202869,-366591.66979,10.608972,-87617.5119,2.535605,0,0
19.092921,475.646805,-388965.79263,-26.651177,-92965.0556,-6.369784,0,0
16.821291,668.337812,-378201.818754,-6.579858,-90392.4041,-1.572624,0,0
25.92182,378.652221,-397353.89424,-48.481862,-94969.86,-11.587443,0,0
8.181954,706.103607,-375711.448399,3.041468,-89797.1913,0.726928,0,0
18.024169,459.666574,-389771.671615,-27.962592,-93157.6653,-6.68322,0,0
11.119731,592.82495,-381727.133726,-8.775606,-91234.9746,-2.09742,0,0
25.623348,686.771173,-377674.958178,-9.330223,-90266.4814,-2.229977,0,0
31.055638,844.576469,-369114.062389,0.2168,-88220.3782,0.051816,0,0
32.356397,948.805784,-363276.718388,6.368134,-86825.2195,1.522021,0,0
17.096227,719.451185,-375494.679543,-2.812547,-89745.3823,-0.672215,0,0
14.064595,774.25245,-372433.432094,2.934818,-89013.7266,0.701438,0,0
16.233499,441.84609,-390559.098323,-28.979267,-93345.8648,-6.926211,0,0
22.719078,323.378453,-402491.220732,-62.579511,-96197.7105,-14.956862,0,0
15.555391,373.533835,-395383.231077,-40.643154,-94498.8602,-9.713947,0,0
24.354553,897.793522,-366008.400525,5.918677,-87478.1072,1.414598,0,0
30.225981,734.288374,-375234.502106,-7.310756,-89683.1984,-1.747313,0,0
24.296826,790.818436,-371914.713163,-1.064652,-88889.7498,-0.254458,0,0
10.771591,831.335067,-369258.227548,9.144838,-88254.8345,2.185669,0,0
17.532039,366.378961,-396802.70454,-45.078463,-94838.1225,-10.774011,0,0
34.891386,337.586286,-401668.078982,-62.040501,-96000.9749,-14.828036,0,0
26.434352,735.729477,-375016.893521,-5.857682,-89631.1887,-1.40002,0,0
7.955147,673.925157,-377345.776538,0.906019,-90187.8051,0.216544,0,0
28.298648,564.412591,-384687.768527,-21.409742,-91942.5833,-5.117051,0,0
25.474283,568.547752,-384239.77384,-19.77761,-91835.51,-4.726962,0,0
17.323161,326.51072,-401683.090337,-59.146655,-96004.5627,-14.13639,0,0
34.620858,464.935738,-391450.075684,-36.172169,-93558.8135,-8.645356,0,0
29.760547,318.015473,-403228.226893,-66.008249,-96373.8592,-15.77635,0,0
21.646286,814.169317,-370551.390654,1.630659,-88563.9079,0.389737,0,0
15.041416,328.932626,-400929.855695,-56.4032,-95824.5353,-13.480688,0,0
31.514659,832.434004,-369802.90276,-0.734465,-88385.015,-0.175541,0,0
26.660834,603.581494,-382343.672904,-16.910088,-91382.331,-4.041608,0,0
25.38928,356.220458,-399457.944578,-54.109771,-95472.7401,-12.932546,0,0
22.93718,579.529648,-383426.633523,-17.519637,-91641.1648,-4.187294,0,0
29.078861,437.444488,-392870.135744,-38.121555,-93898.216,-9.11127,0,0
15.879578,903.179286,-365521.2482,10.156216,-87361.675,2.427394,0,0
33.036346,543.276289,-386275.056373,-25.510626,-92321.9542,-6.097186,0,0
19.973068,641.722513,-379819.929291,-10.475268,-90779.1418,-2.503649,0,0
12.301608,961.670129,-362229.96736,15.868541,-86575.04,3.792672,0,0
20.167786,452.555401,-390558.225122,-30.471532,-93345.6561,-7.282871,0,0
17.956221,730.667111,-374935.285019,-2.454778,-89611.6838,-0.586706,0,0
23.885324,957.694655,-362659.804324,9.699348,-86677.7735,2.3182,0,0
22.437464,447.456097,-391248.459184,-32.732785,-93510.626,-7.823323,0,0
17.432735,671.589235,-378065.151323,-6.672969,-90359.7398,-1.594878,0,0
32.101999,874.643377,-367450.394368,1.858466,-87822.752,0.444184,0,0
26.040859,592.379982,-382932.62697,-17.702835,-91523.0944,-4.231079,0,0
34.993814,544.228497,-386347.665927,-26.102883,-92339.3083,-6.238739,0,0
14.404361,601.800718,-381542.177496,-10.567869,-91190.769,-2.525781,0,0
14.513742,945.724366,-363153.606698,13.487931,-86795.7951,3.223693,0,0
32.244918,836.4089,-369596.515245,-0.689909,-88335.6872,-0.164892,0,0
34.587896,556.051193,-385606.27619,-24.661401,-92162.1119,-5.894216,0,0
19.714045,497.543036,-387755.825436,-24.39926,-92675.8665,-5.831563,0,0
27.134177,469.39313,-390399.394206,-32.193532,-93307.6946,-7.694439,0,0
9.345555,807.492779,-370472.582922,8.859226,-88545.0724,2.117406,0,0
18.186009,720.721123,-375479.487858,-3.312003,-89741.7514,-0.791588,0,0
10.426019,696.455291,-376343.55122,0.123285,-89948.2675,0.029466,0,0
18.853974,985.187026,-361045.896197,13.419714,-86292.0402,3.207389,0,0
27.225121,860.286115,-368154.426425,2.501741,-87991.0197,0.59793,0,0
8.764375,867.427213,-367257.244192,13.240616,-87776.588,3.164583,0,0
12.226306,704.175046,-376045.914012,-0.778831,-89877.1305,-0.186145,0,0
25.820084,757.974657,-373770.573642,-3.986372,-89333.3111,-0.952766,0,0
33.112777,899.023775,-366096.368706,3.109026,-87499.1321,0.743075,0,0
27.119027,942.991942,-363533.006798,7.664919,-86886.4739,1.83196,0,0
10.15917,848.464936,-368320.082282,10.756014,-88030.6124,2.570749,0,0
22.859453,693.431515,-377178.738706,-7.645698,-90147.8821,-1.827366,0,0
11.414597,474.560704,-387872.551505,-20.551957,-92703.7647,-4.912036,0,0
23.735978,719.175522,-375815.360131,-6.034294,-89822.0268,-1.442231,0,0
18.0864,849.895692,-368493.03629,5.649237,-88071.9494,1.3502,0,0
9.710622,340.93936,-395753.195838,-39.236962,-94587.2839,-9.377859,0,0
25.072101,331.820359,-401809.643366,-60.892167,-96034.8096,-14.553577,0,0
23.113321,405.570803,-394483.872746,-40.525348,-94283.9084,-9.685791,0,0
8.601894,888.25182,-366133.257361,14.678837,-87507.9487,3.508326,0,0
23.244597,492.768097,-388462.404294,-27.047338,-92844.7429,-6.464469,0,0
23.430446,781.113072,-372418.333294,-1.392324,-89010.1179,-0.332773,0,0
16.025889,348.182522,-398481.45881,-49.389442,-95239.3544,-11.80436,0,0
32.958248,788.625235,-372287.007575,-4.19572,-88978.7303,-1.002801,0,0
7.671402,675.272563,-377258.050192,1.337014,-90166.838,0.319554,0,0
19.568463,627.451347,-380562.774642,-11.47713,-90956.6861,-2.7431,0,0
19.495231,915.034971,-364951.709986,9.017781,-87225.5521,2.155301,0,0
12.734969,922.123805,-364407.951907,13.260958,-87095.5908,3.169445,0,0
24.379745,436.013212,-392344.190208,-35.764716,-93772.512,-8.547972,0,0
7.460891,683.544927,-376822.441818,2.208883,-90062.7251,0.527936,0,0
25.654583,766.935529,-373272.02201,-3.277013,-89214.1544,-0.783225,0,0
30.298737,576.216036,-384141.002989,-21.001366,-91811.9032,-5.019447,0,0
33.270382,565.200299,-384977.592115,-23.225835,-92011.8528,-5.551108,0,0
32.320357,936.511801,-363970.883318,5.641697,-86991.1289,1.348398,0,0
19.21308,518.071458,-386521.328705,-21.773103,-92380.8147,-5.203897,0,0
11.15749,411.107026,-391336.369626,-28.232026,-93531.6371,-6.747616,0,0
12.373373,875.655801,-366926.02369,10.7041,-87697.4244,2.558341,0,0
14.131066,828.444878,-369531.307186,6.517601,-88320.1021,1.557744,0,0
19.346813,954.540108,-362760.057985,11.428749,-86701.7347,2.731537,0,0
17.620852,306.215965,-403924.714779,-66.28042,-96540.3238,-15.841401,0,0
13.399925,894.748081,-365918.267542,11.164786,-87456.5649,2.668448,0,0
10.540828,628.732492,-379840.473986,-5.248998,-90784.0521,-1.254541,0,0
30.145758,313.706789,-403607.606072,-67.269005,-96464.533,-16.077678,0,0
13.846223,844.301247,-368666.671034,7.72442,-88113.4491,1.846181,0,0
19.831269,620.668721,-380946.63363,-12.201785,-91048.4306,-2.916297,0,0
12.151121,530.953885,-385017.297438,-15.34868,-92021.3426,-3.668423,0,0
10.392756,488.465633,-386989.974779,-18.004083,-92492.8238,-4.303079,0,0
25.456826,968.144266,-362097.134983,9.724641,-86543.2923,2.324245,0,0
16.879719,872.751031,-367211.578342,7.729071,-87765.6736,1.847292,0,0
30.050661,793.663753,-371928.44003,-2.930413,-88893.0306,-0.700386,0,0
10.988189,471.244745,-387980.358541,-20.492879,-92729.5312,-4.897916,0,0
18.744848,418.00055,-392643.521099,-34.784133,-93844.0538,-8.313607,0,0
10.646134,822.825707,-369708.005874,8.699884,-88362.3341,2.079322,0,0
15.785787,567.309431,-383482.516282,-14.626768,-91654.5211,-3.495881,0,0
20.675846,575.117768,-383489.962129,-16.79655,-91656.3007,-4.014472,0,0
27.595131,588.336484,-383266.22775,-18.739599,-91602.8269,-4.478872,0,0
15.707432,706.956734,-376089.269875,-2.934788,-89887.4928,-0.701431,0,0
23.634723,312.561068,-403556.542862,-66.079808,-96452.3286,-15.793453,0,0
12.254314,634.514249,-379672.051669,-6.219649,-90743.7982,-1.486532,0,0
23.537509,736.761747,-374846.913082,-4.632271,-89590.5624,-1.107139,0,0
23.268595,455.11102,-390856.384494,-32.111633,-93416.9179,-7.674864,0,0
15.541598,425.690158,-391440.296002,-30.715695,-93556.4761,-7.341227,0,0
13.76296,939.380842,-363486.24725,13.58915,-86875.2981,3.247885,0,0
15.272173,458.081984,-389415.470959,-26.007273,-93072.5313,-6.215887,0,0
32.573613,840.310779,-369384.931202,-0.527478,-88285.1174,-0.12607,0,0
9.208316,770.439657,-372420.596419,6.514005,-89010.6588,1.556884,0,0
22.150551,833.372907,-369513.80677,2.691605,-88315.9194,0.643309,0,0
31.945995,755.841886,-374090.04631,-6.256734,-89409.6669,-1.495395,0,0
23.933807,964.340573,-362288.490223,10.067971,-86589.0273,2.406303,0,0
32.142942,478.931661,-390275.623955,-33.146952,-93278.1128,-7.922312,0,0
21.756731,633.486121,-380378.69747,-12.058738,-90912.6906,-2.882108,0,0
29.895533,711.628883,-376482.160864,-8.94163,-89981.396,-2.137101,0,0
28.784221,941.609844,-363635.150371,7.029878,-86910.8868,1.680181,0,0
7.802607,430.294555,-389530.701248,-21.369819,-93100.072,-5.107509,0,0
29.661153,463.388446,-391085.158501,-34.290944,-93471.5962,-8.195732,0,0
19.136313,965.910019,-362124.254416,12.185612,-86549.774,2.912431,0,0
10.272511,656.178503,-378412.669342,-2.813859,-90442.7986,-0.672528,0,0
10.726268,526.611829,-385073.371825,-14.472134,-92034.7447,-3.458923,0,0
16.571614,906.54426,-365353.398254,9.97595,-87321.5579,2.384309,0,0
17.31086,946.34157,-363176.408662,11.950845,-86801.2449,2.85632,0,0
9.625938,871.277745,-367078.226313,12.65553,-87733.8017,3.024744,0,0
26.608079,438.517862,-392478.829654,-36.644678,-93804.6916,-8.758288,0,0
13.263866,677.521975,-377501.405439,-3.564218,-90225.0013,-0.851868,0,0
17.079049,563.069199,-383829.858155,-15.868934,-91737.5378,-3.792766,0,0
27.685693,358.175751,-399486.20959,-54.60031,-95479.4956,-13.049787,0,0
7.573551,478.301194,-387078.750891,-15.738377,-92514.0418,-3.761562,0,0
31.316298,422.047146,-394299.51399,-41.927908,-94239.8456,-10.02101,0,0
34.380353,652.808633,-379968.266317,-15.256428,-90814.5952,-3.646374,0,0
8.710583,350.785328,-394393.323036,-34.695875,-94262.2665,-8.292513,0,0
24.152379,651.756221,-379522.315095,-11.593633,-90708.0103,-2.770945,0,0
8.518459,992.841395,-360439.429581,20.819994,-86147.0912,4.976098,0,0
15.73761,581.622458,-382718.14969,-13.271615,-91471.8331,-3.171992,0,0
8.35498,672.424217,-377449.243511,0.346044,-90212.5343,0.082706,0,0
28.396595,606.000773,-382315.63843,-17.382058,-91375.6306,-4.154412,0,0
14.846415,974.292246,-361583.211753,14.929706,-86420.4617,3.568285,0,0
28.509379,854.493945,-368505.25608,1.68778,-88074.87,0.403389,0,0
20.487324,904.200511,-365571.765398,7.906718,-87373.7489,1.889751,0,0
20.862481,316.175797,-403097.121671,-64.163822,-96342.5243,-15.335521,0,0
18.535036,573.309002,-383407.503857,-15.778181,-91636.5927,-3.771076,0,0
23.034263,799.501769,-371398.077864,0.04563,-88766.271,0.010906,0,0
30.8796,480.41009,-390059.801938,-32.405342,-93226.5301,-7.745063,0,0
20.95564,549.224912,-384948.945104,-19.499134,-92005.006,-4.660405,0,0
25.289868,508.323451,-387740.306143,-26.232768,-92672.1573,-6.269782,0,0
12.798011,616.830302,-380629.86843,-8.106538,-90972.7219,-1.937509,0,0
31.557245,917.803481,-365015.146958,4.728544,-87240.7139,1.130149,0,0
13.839197,984.288758,-361011.631747,16.115113,-86283.8508,3.851605,0,0
9.810463,389.476916,-392266.149403,-29.687571,-93753.8598,-7.0955,0,0
16.33696,866.13784,-367557.373809,7.611195,-87848.3207,1.819119,0,0
33.311232,599.326599,-382981.742946,-19.806786,-91534.8334,-4.733936,0,0
29.147881,980.984132,-361420.444111,9.222686,-86381.5593,2.204275,0,0
13.33356,590.207884,-382057.147563,-10.805464,-91313.8498,-2.582568,0,0
25.339112,797.753029,-371565.845804,-0.988857,-88806.3685,-0.236342,0,0
19.249447,730.002268,-375030.148433,-3.172575,-89634.3567,-0.758264,0,0
22.625506,404.921209,-394446.746858,-40.30911,-94275.0351,-9.634108,0,0
12.093977,778.612044,-372117.882346,4.614466,-88938.3084,1.102884,0,0
20.068246,800.805596,-371229.572285,1.441063,-88725.9972,0.344422,0,0
18.862843,618.437064,-380999.107685,-11.876257,-91060.9722,-2.838494,0,0
9.499132,758.368161,-373067.410602,5.407254,-89165.2511,1.292365,0,0
13.526521,482.395236,-387772.83758,-21.620235,-92679.9325,-5.16736,0,0
8.281215,426.146912,-389845.806238,-22.546434,-93175.3839,-5.388727,0,0
13.961504,967.153413,-361961.102265,15.066721,-86510.7797,3.601033,0,0
20.369366,444.431799,-391122.048829,-31.796623,-93480.4132,-7.599575,0,0
26.548387,433.105045,-392869.978844,-37.527593,-93898.1785,-8.96931,0,0
22.883745,664.853003,-378736.416802,-9.948575,-90520.1761,-2.377767,0,0
24.816531,663.089859,-378936.076446,-10.929035,-90567.8959,-2.612102,0,0
